District,Details,Date,NumberofDamages_RevenueCircle_level (computed),,,,
Tamulpur,Tamulpur - Village No-1 Paharpur Mouza Kumarikata | Culvert Slab Damage - dated 17/06/2022 | 0,17-06-2022,{'Tamulpur ': 1},,,,
Tamulpur,"Tamulpur - Vill- Dowamakha | Severe erosion takes place at Dowamakha,L/B of river baralia. Dated - 30/06/2022 | 0",30-06-2022,{'Tamulpur ': 1},,,,
Tamulpur,"Tamulpur - Vill- Guwabari , | As report recieved on dated 03/08/2022, Erosion takes places on right bank of Barnodi river. Affected lengih 500m. | 0",03-08-2022,{'Tamulpur ': 2},,,,
Tamulpur,"Tamulpur - Village Natun Howly | As report received from field, erosion is taking place on both the banks of River Motonga. Approx damage 400+300= 700 m. Dated 14/06/2022. | 0",14-06-2022,{'Tamulpur ': 1},,,,
Tamulpur,"Goreswar - Village Deosunga | As per report received from WRD department on 16/08/2022, erosion occurred at left bank of sub tributary river Deosunga at Village Deosunga (Santipur) | 0",16-08-2022,{'Goreswar ': 1},,,,
Tamulpur,"Tamulpur - village Barialapar,village dowamakha | Eroision on l/b of river baralia,225 metres,lat 26.64 long 91.65 Eroision on l/b of river Baralia ,250 metres,Lat 28.66 long-91.66 | 0",19-06-2022,{'Tamulpur ': 2},,,,
Tamulpur,"Tamulpur - Vill- Dakhin Gandhibari | As report recived on dated 03/09/2022, Erosion takes place on Dakhin Gandhibari/Sijubari area. R/B embkt. of Puthimari river. Affected length 400m. | 0",03-09-2022,{'Tamulpur ': 1},,,,
Tamulpur,"Tamulpur - Baltipar, Ghilajhar | At Baltipar village-River Balti caused deep erosion (Long: 91.64; Lat: 26.71);  at Ghilajhar village-Erosion due to river Balti (Long: 91.65; Lat: 26.70). | 0",17-05-2022,{'Tamulpur ': 2},,,,
Tamulpur,"Goreswar - Village Barghuli | As per report received from Water Resource department on 08/07/2022, severe erosion taking place at Village Barghuli (mowamari suba) left bank of River Borolia. | 20",08-07-2022,{'Goreswar ': 1},,,,
Tamulpur,"Tamulpur - Vill- Guwebari | As report recived on dated 04-09-2022, Erosion takes place on R/B eroded Barnadi River at Guwebari. Affected length- 500m. Affected area 25 ha. (longi-91.43327, Lati- 26.3536672). | 0",04-09-2022,{'Tamulpur ': 1},,,,
Tamulpur,Goreswar - Village- Oubari | As per report of Water Resource Department on dated 29/07/2022 erosion occured on Left Bank of Sub tributary River Deosunga at Village Oubari (Sonari Basti) approximate damage 100 m. | 0,29-07-2022,{'Goreswar ': 1},,,,
Tamulpur,"Tamulpur - Village Baraliapar, Village Dakhin Gandhibari | 1.Eroision 150 m left bank of river Baralia, lat-26.65 long 91.57 village barialiapr 2.Severe Eroision 20 ha right bank of river puthimari, lat 26.34 long 91.402 | 0",20-06-2022,{'Tamulpur ': 2},,,,
Tamulpur,"Goreswar - East Bank of River Suklai  | Dated 15/05/2022 erosion occurred at the left bank of river Suklai (Panchayat Bandh) at Village Tengajhar approximately damage of 10 metres. | 0, Tamulpur - Near Bhalukmari LPS | 15/05/2022 erosion occurred approximately 700m  | 0",16-05-2022,"{'Goreswar ': 1, 'Tamulpur ': 1}",,,,
Tamulpur,Goreswar - East Bank of River Borolia at Village Lahapara | 17/05/2022 erosion occurred at the East Bank of River Borolia at Village Lahapara approximate damage as reported by Water Resource department 300m. Palliative measures taken by Water Resource. No erosion reported on 19/05/2022. | 0,19-05-2022,{'Goreswar ': 1},,,,
Tamulpur,"Tamulpur - Vill- Barkhopa, vill- Dolongpar | As report received on dated 16/07/2022 erosion on L/B of river Motanga affected length 650m. (Lati-26.5938, Longi- 91.4997). As report received on dated 16/07/2022 erosion on right bank of river Motanga affected length 450m. (Lati- 26.6452, longi- 91.5898) | 0",16-07-2022,{'Tamulpur ': 2},,,,
Tamulpur,"Tamulpur - Vill- Guabari | As report recieved on dated 15/07/2022 Erosion takes place on Nagrijuli to Bogamati Road. affected length 70m. (Long-91.685916, Lati-26.796436) As report recieved on dated 15/07/2022 Erosion takes place on Nagrijuli to Bogamati Road. affected length 70m(Long-91.685717, Lati-26.796373) | 0",15-07-2022,{'Tamulpur ': 1},,,,
Tamulpur,"Tamulpur - Vill- Chapatal | As report ricieved on dated 31-08-2022, that erosion takes place on chapatal kalajhar shupa near by pagoldia river. (Longit-91.540687, lati-26.555096). As report ricieved on dated 31-08-2022, Due to the same erosion the kalajhar Chupa Mazid got damaged. ( Longi-91.506343, Lati-26.579276). | 0",31-08-2022,{'Tamulpur ': 1},,,,
Tamulpur,"Tamulpur - Vill- Baraliapar , Vill-2 no Dongargaon | As report recieved on dated 02-07-2022, Erosion takes places on L/B of river Baralia. .Affected length 2000m.(Long-91.612914 Lat-26.560815) As report recieved on dated 02-07-2022, erosion takes places on No 2 Dongargaon. Affected length 80m.(Long-91.696801 Lat-26.770812),L/B of River Barnadi,. | 0",02-07-2022,{'Tamulpur ': 2},,,,
Tamulpur,"Goreswar - 1. Village- No. 2 Suagpur and 2. Village Madaikata | 1. Dated 22/06/2022, As informed by Water resource department erosion occurs on east bank of River Puthimari approximate damage 100 m. 2. Dated 22/06/2022 as reported by Lot Mandal a historical place the Arimatta Garh Village Madaikata got breached due to flood water approximately width of damage 80 m. | 0",23-06-2022,{'Goreswar ': 3},,,,
Tamulpur,Goreswar - 1. West Bank of River Borolia at Village Bihapara 2. East Bank of River Borolia at Village Chenimara. | 1. Bank erosion at right bank of river Borolia reported by WRD dated 20/05/2022 Village Bihapara. 2. Bank erosion at the left bank of river Borolia reported by WRD dated 20/05/2022 Village Chenimara the coordinates of 2nd are Lat- 26.475268 Long 91.621629 | 0,20-05-2022,{'Goreswar ': 3},,,,
Tamulpur,"Goreswar - 1. Village - No.1 Suagpur 2. Village - Balabari | 1. Dated 09/06/2022. As reported by Water Resource department erosion occurred at East Bank of River Puthimari approximately 200 m. at Village No 1.Suagpur .No active erosion reported on 10/06/2022. 2. 09/06/2022, As reported by Water Resource department erosion occurred at West Bank of River Puthimari Village Balabari approximately 500m palliative measures like bamboo screening is done by concerned WRD department. Lat: 26. 557709 Long: 91.664876. No active erosion reported on 10/06/2022 | 0",10-06-2022,{'Goreswar ': 3},,,,
Tamulpur,"Goreswar - Village Balabari | As per report received from water resource department on dated 12/07/2022, erosion occurred at Village Balabari ( Habibari suba) approximate damage 500m | 0,  Tamulpur - Vill- Goibari( Hajongbasti) Vill-2No Dongargaon | As report recieved on dated 12/07/2022 severe erosion occours on R/B of river puthimari. effected length 300m.( long -26.77790, Latude-91.69464). As report recieved on dated 12/07/2022 Severe erosion occures on L/B of river puthimari at village 2no Dongargaon near bogamati picnic spot , effected area 15 hactor.(Latitude-26.806845, Longtitude-91.7056849). | 0",12-07-2022,"{'Goreswar ': 1, 'Tamulpur ': 1}",,,,
Tamulpur,"Tamulpur - village Kawli,village Domokha,village Siddhinathpur,village Barialiapar | Date 15/6/22 At village Kawli , near kawli bajar ,eroision of approach road near RCC bridge,R/B of kawli river ,lat-26.759427,long 91.608805: Date 15/6/22 at Siddhinathpur village eroision of Tebitola Kawli road and approach road to RCC bridge,R/B of Balti Dong,lat-26.728407,long-91.629155: Date 15/6/22 at village Barialiapar ,R/B of river Balti eroision ,250 m stretch,Lat-26.67674,Long-91.659209. Date 15/6/22 at village Domakha ,R/B of river Baralia,eroision of 800 m stretch,Lat-26.660996,Long-91.656176. date 15/6/22 at village Barialiapar,R/B of river Balti ,Eroision 250 m stretch,Lat-26.67674,Long-91.659209. | 0",15-06-2022,{'Tamulpur ': 4},,,,
Tamulpur,"Tamulpur - Vill- Ghograpar, Vill- Namcharia Polokata, Vill-Sahpur, Vill-Harinchara, Vill-Bhalukmari, Vill- Kalcheni , Vill-Baralipara | 100m erosion by river Motonga.Report recieved on dated 26-06-22,(Long-91.567, Lat-26.581) 900m erosion by river Pagladia.Report recieved on dated 26-06-22(Long-91.513, Lat-26.631) 50% damaged and 9m sausage damage.Report recieved on dated 26-06-22(Long-91.63501, Lat-26.713844) 50% damaged and 5m sausage damage.Report recieved on dated 26-06-22(Long-91.635928, Lat-26.789001) 70% damaged and 15m boulder spur bundh damage.Report recieved on dated 26-06-22(Long-91.648511, Lat-26.683717),70% damaged and 10m boulder spurbundh damage.Report recieved on dated 26-06-22(Long-91.648522, Lat-26.68427) 20% damaged and 12m boulder spur bundh damage.Report recieved on dated 26-06-22(Long-91.665874, Lat-26.687269),20% damaged and 18m boulder spur bundh damage.Report recieved on dated 26-06-22(Long-91.665916, Lat-26.687235) 80% damaged and 32m boulder spur bundh damage.Report recieved on dated 26-06-22(Long-91.657619, Lat-26.657866), 90% damaged and 42m boulder spur bundh damage.Report recieved on dated 26-06-22(Long-91.658, Lat-26.653654) | 0",28-06-2022,{'Tamulpur ': 7},,,,
Tamulpur,"Tamulpur - Vill-Siddinathpur. Vill-Barbalishiha. Vill- Dowamakha. Vill-Dakhin Dongergaon. Vill-Ahiyabari . Vill-Niz Defeli.Vill- No2 Dongergaon . Vill-Goibari,Village Jokmari | 20% damaged ,tilting of structure & 10m erosion. Report recieved on dated 27-06-2022.(Long-91.639794, Lat-26.732296).-Village Siddhinathpur. 60% damaged ,30m boulder spur damaged. Report recieved on dated 27-06-2022.(Long-91.636252, Lat-26.651382).60% damaged ,25m boulder spur damaged. Report recieved on dated 27-06-2022.(Long-91.645113, Lat-26.65146).Vill-Barbalishia 45% damaged ,15m boulder spur damaged. Report recieved on dated 27-06-2022.(Long-91.662227, Lat-26.66248).Vill-Dowamakha 45% damaged ,12m boulder spur damaged. Report recieved on dated 27-06-2022.(Long-91.659639, Lat-26.669942).Vill-Dakhin Dangargaon 90% damaged ,42m boulder spur damaged. Report recieved on dated 27-06-2022.(Long-91.664151, Lat-26.670214).Vill-Ahiyabari 90% damaged & 150m damaged.Report recievd on dated 27-06-2022.(Long-91.619335 Lat-26.554973).Vill-Niz Defeli 20% damaged ,4m boulder spur damaged. Report recieved on dated 27-06-2022.(Long-91.694814, Lat-26.714774). 50% damaged ,18m boulder spur damaged. Report recieved on dated 27-06-2022.(Long-91.694814, Lat-26.714774).Vill-2no Dangargaon. 40% damaged.(L= 70.00m, B= 1.50m, H= 1.20m).Report recieved on dated 27-06-2022.(Long-91.694698, Lat-26.778362). 30% damaged Qnty= 87.00cum.Report recieved on dated 27-06-2022.(Long-91.698958, Lat-26.801206).Vill-Goibari. Embankment eroision at village jokmari due to river Puthimari Right bank ,affected length 300 m,lat-26.57006 long-91.6838. | 0",29-06-2022,{'Tamulpur ': 2},,,,
Tamulpur,"Tamulpur - Ghogapar, Dalangpar, Chauraguri, Hahkata, Bhalukmari, Ghilajar, Sontala. | 1. Ghogapar village(date-15/5/22)- Bank erosion on right bank of river Matanga in a reach length = 200m (91.41 E ,26.36 N ,affected area-800 sqm). 2. Dalangpar village(date-15/5/22)- Bank erosion on right bank of river Matanga in a reach length = 250m (91.34 E, 26.38 N, affected area-1250sqm). 3. Chauraguri village(date-15/5/22)- Bank erosion on right bank of river Matanga in a reach length = 200m (91.35 E 26.37 N, affected area-1000 sqm). 4. Hahkata village(date-18/5/22)- Bank erosion on left bank of river Pagladia in a reach length= 150m (91.30 E 26.35 N, affected area-900 sqm) 5.Bhalukmari village(date-18/5/22) - Bank erosion on left bank of river Balti in a reach length= 800m (91.6498E 26.6813N, affected area-7500 sqm) 6. Ghilajhar Village(Masmoria Chupa,date-18/5/22)- Bank erosion on left bank of river Balti in a reach length= 800m (91.655713 E 26.678908 N, affected area-8000sqm). 7. Ghilajhar Village(Paschim Chupa,date-18/5/22)-Bank eroision on left bank of River Balti in a reach length =750 m.(91.649153E 26.685926N, affected area-7500 sqm). 8. Sontola village (date 18/5/22)-Bank eroision on LB of river Borolia in a reach length =150 m(91.640668E 26.580555N, affected area 1500 sqm). | 0,  Goreswar - 1. West Bank of River Suklai Village Tengajhar 2. West Bank of sub tributary river Naobandha Village bholajhar | 1. 17/05/2022 Bank erosion on the west bank of river Suklai at Village Tengajhar (madalbari suba) approximate damage 200m, no active erosion reported on 18/05/2022. 2. As reported by the Range officer Soil conservation Range Goreswar, erosion occurred at the west bank of sub tributary river Naobandha at the protection work of Naobandha Suklai river erosion protection project under RIDF-XXV/2020-21. DATED 17/05/2022. Approx damage 30m. Lat - 26.682681, Long - 91.728410 . No active erosion reported on 18/05/2023 | 0",18-05-2022,"{'Tamulpur ': 7, 'Goreswar ': 3}",,,,
Sonitpur,Chariduar - Bank erosion is going on the right bank of river Jiabharali at Rajgarh Village date 25/08/2022 | | 0,25-08-2022,{'Chariduar ': 1},,,,
Sonitpur,Dhekiajuli - Projabosti Pathar | Bank erosion still ongoing along the Panchnoi river at Projabosti Pathar. Length 550mtr approx. date 8.10.22 | 0,09-10-2022,{'Dhekiajuli ': 1},,,,
Sonitpur,"Naduar - Kanyaka farm | Dated--03/07/2022, bank erosion observed at kanyaka multi farm L/B of river jiabharali. Length --500m, breadth -- 5m. | 0",03-07-2022,{},,,,
Sonitpur,"Thelamara - Village- 1 No. Nabil Kachari | Date -16/05/2022, Length of erosion- 9 X 7 metres approx as reported by respective LM on 15/08/2022 | 0",16-05-2022,{},,,,
Sonitpur,Naduar - Kanyaka farm | Active bank erosion is observed today i.e. 07/09/2022 near Kanyaka of river Jiabharali . Lat- 26°45’29’’ Long- 92°52’50’’ | 0,07-09-2022,{},,,,
Sonitpur,Chariduar - MOLAN GAON CHARIDUARREVENUE CIRCLE | LAND ERODED AT MOLANGAON VILLAGE UNDER CHARIDUA RVENUE REVENUE CIRCLE lENGTH 50 M DTD 11/06/2022 | 0,11-06-2022,{'Chariduar ': 1},,,,
Sonitpur,"Naduar - Kanyaka farm | Dated-- 08/09/2022, Bank erosion continues near kanyaka of river Jiabharali on left bank. Lat- 26°45'29"" Long-- 92° 52'50"" | 0",08-09-2022,{},,,,
Sonitpur,"Thelamara - Borbeel | As reported by Water Resource Deptt, Tezpur, dated 07/10/2022, bank erosion is observed at Borbeel area on R/Bank of Gabharu. | 0",11-10-2022,{},,,,
Sonitpur,"Thelamara - Village- 1. No Jia Gabharu | Date- 29/06/2022, As reported by concerned LM, severe bank erosion is observed at of length approx due to river Belsiri | 0",29-06-2022,{},,,,
Sonitpur,"Thelamara - Village- Pataliakhowa | DATE-28/06/2022, As reported by concerned LM, severe bank erosion of length-(approx) is observed at village Pataliakhowa due to river Belsiri. | 0",28-06-2022,{},,,,
Sonitpur,Tezpur - Da-Parbatia | Dated: 10.06.2022. As reported by Water Resource Department erosion is observed on the R/B of river Brahmaputra at Da-Parbatia (Lenga Chuburi). Length: 100 m | 0,10-06-2022,{'Tezpur ': 1},,,,
Sonitpur,"Dhekiajuli - Dheraimajuli | As reported by Water Res Dept, severe bank erosion observed at right bank of Belsiri river embankment at Dherai Majuli from CH3700m to 3916m. date 20.6.22 | 0",21-06-2022,{'Dhekiajuli ': 1},,,,
Sonitpur,Tezpur - Kalibari Rajah sahar | dated: 09/09/2022. Erosion is observed on the right bank of the Brahmaputra river at Kalibari Rajah Sahar under Mahabhairab Mouza. Length: 10m (approx) | 0,09-09-2022,{'Tezpur ': 1},,,,
Sonitpur,Dhekiajuli - Keherukhanda Pathar to No3 Rangagora village | Severe erosion observed along the bank of the Belsiri river at Keherukhanda Pathar village. aprox length 850mtr. date 21.5.22 | 0,22-05-2022,{'Dhekiajuli ': 1},,,,
Sonitpur,Dhekiajuli - Dheraimajuli | As reported by Water Resource dept bank erosion observed at Dheraimajuli area along R/B of river Belsiri at Ch. 3600.00 to 3700.00 m. length 100m. dated 11.10.22 | 0,12-10-2022,{'Dhekiajuli ': 1},,,,
Sonitpur,Thelamara - Village- Bhara Singri | Severe bank erosion occured at L/Bank embankment of river Belsiri at Bhara Singri at Ch 3700 m to 3800m as reported by Water Resource deptt. on 23/05/2022. | 0,23-05-2022,{},,,,
Sonitpur,Tezpur - Koroiani Nepali | 10/10/2022. As reported by Water Resource Tezpur Division erosion is observed on the down stream of the Jia Bharali river at Koroiani Nepali village. Stretch: 250 m (approx) | 0,10-10-2022,{'Tezpur ': 1},,,,
Sonitpur,"Thelamara - Village- Bharasingri | Date- 15/06/2022. Erosion observed at L/Bank embankment at Bharasingri at Ch. 3700.00 m to Ch. 3900.00 m as reported by Water Resource Department, Tezpur on 15/06/2022 | 0",15-06-2022,{},,,,
Sonitpur,"Chariduar - CHARIDUAR | BANK EROSION AT BHOBOLA GAON BONGALI DTD 16/06/2022 | 0,  Naduar - Kanyaka farm | Heavy erosion observed yesterday dated 19/06/2022 at river Jia bharali L/B near kanyaka. Length 200m breadth 7m | 0",19-06-2022,{'Chariduar ': 1},,,,
Sonitpur,"Tezpur - Bhomoraguri village | Dated 18/08/2022, As reported by Tezpur Water Resource Division, Tezpur erosion is observed at Bhomoraguri village U/s of Kaliabhomora Bridge due to the river Brahmaputra, Lenght : 200 m. | 0",18-08-2022,{'Tezpur ': 1},,,,
Sonitpur,Dhekiajuli - Rangagora | Heavy erosion is observed along the bank of the Belsiri river at Rangagora which has severely damaged the Rangagora village road by the side of the Belsiri river. length 500mts (approx). date 25.6.22 | 0,26-06-2022,{'Dhekiajuli ': 1},,,,
Sonitpur,"Dhekiajuli - Heavy erosion observed along the bank of Dheraimajuli by the Belsiri river. Aprox length 300 mts. dated 17.5.22 | Dheraimajuli | 0,  Chariduar - BERAJAN LENGTH 310 KM | EROSION OF THE RIGHT BANK OF RIVER JIABHARALI DTD 18/05/2022 | 0",18-05-2022,"{'Dhekiajuli ': 3, 'Chariduar ': 1}",,,,
Sonitpur,"Tezpur - Kalibari Rajah Sahar | Dated: 19/09/2022. Erosion is observed on the right bank of the Brahmaputra river at Kalibari Rajah Sahar village under Mahabhairab Mouza. Length: 50m ( approx, including the stretch as reported earlier on 09/09/2022) | 0",19-09-2022,{'Tezpur ': 1},,,,
Sonitpur,"Tezpur - Tinikhoria Chapori | Dated: 02/06/2022. As reported by Water Resource Department, Active Bank Erosion is observed at Tinikhoria Chapori under Bihaguri mouza on the R/B of river Brahmaputra. Length 600 m. (including 400 m reported on 01/06/2022). | 0",02-06-2022,{'Tezpur ': 1},,,,
Sonitpur,"Thelamara - Meghaijarani, Ghatua and Nabeel | Date- 20/05/2022, Heavy bank erosion occurred at Meghaijarani( Length-200m), Borbeel to Ghatua( 600m)and Nabeel(200m) area on R/Bank of river Gabharu as reported by Water Resource deptt. Co-ordinates of Meghaijaroni- 92.622171 E, 26.720523 N | 0",20-05-2022,{},,,,
Sonitpur,Tezpur - Tinikhoria Chapori | Dated : 20/07/2022. As reported by W.R Dept. erosion is observed at the R/B of the river Brahmaputra at Tinikhoria Village under Bihaguri Mouza . A stretch of 500 m (including the stretch reported on 19/07/2022) has been wash way due to the ongoing erosion. | 0,20-07-2022,{'Tezpur ': 1},,,,
Sonitpur,"Thelamara - Village- Kahikuchi and Baligaon Bongali | As reported by Tezpur Water Resource Division, Tezpur on 22/06/2022, bank erosion is observed at Kahikuchi area on R/B of River Gabharu of length 430m. Bank erosion is also observed at Baligaon Bongali on L/B of river Belsiri of length 700m. | 0",23-06-2022,{},,,,
Sonitpur,Dhekiajuli - Monmohinipur Tea Estate | Heavy erosion on going along the Monmohinipur TE due to rising water of the Sopai (Gadhajuli) river leading to heavy damage of Tea Estate land and property. (6 numbers of tea garden katcha quarters washed away). length of damage aprox 300mtrs. Dated 18.5.22 | 0,19-05-2022,{'Dhekiajuli ': 1},,,,
Sonitpur,"Tezpur - Kalibari Rajah Sahar | Dated: 21/09/2022. As reported by Tezpur Water Resource Division, Tezpur erosion is observed on the right bank of the Brahmaputra river at Kalibari Rajah Sahar village under Mahabhairab Mouza. Length: 100m ( approx, including the stretch as reported earlier on 09/09/2022 & 19/09/2022) | 0",21-09-2022,{'Tezpur ': 1},,,,
Sonitpur,"Tezpur - Tinikhoria Chapori | Dated: 09/06/2022. As reported by Water Resource Department, Active Bank Erosion is observed at Tinikhoria Chapori under Bihaguri mouza on the R/B of the Brahmaputra river. Length 600 m. (erosion is within the same stretch as reported earlier on 01/06/2022, 02/06/2022, 03/06/2022 & 04/06/2022). | 0",09-06-2022,{'Tezpur ': 1},,,,
Sonitpur,"Chariduar - CHARIDUAR | 220 FT LENGHT LAND ERODED AT BAMGAON REVENUE VILLAGE RIVER JARASHAR DTD 19/06/2022 EROSION AT SILGHAT RAILWAY LINE UNDER CHARIDUAR REVENUE CIRCLE DTD 20/06/2022 | 0,  Thelamara - ACTIVE BANK EROSION IS OBSERVED AT KHAGORIJAN AREA ON THE L/B OF RIVER BELSIRI DTD 20/06/22 REPORTESD BY WATER RESOURCE DEPT | | 0",20-06-2022,{'Chariduar ': 1},,,,
Sonitpur,"Thelamara - Village- 1 No. Nabil Kachari | Date -17/05/2022,Length of erosion- 8X 7 metres approxas reported byrespective LM on17/08/2022  | 0, Chariduar - Molangaon | 2 nos. of families affected by Soil erosion by Jorasar Mansiri river. length 50 and breath 30 | 10, Dhekiajuli - Dheraimajuli | Heavy Erosion ongoing along bank of Belsiri river. Length 300mtr aprox | 0",17-05-2022,"{'Chariduar ': 1, 'Dhekiajuli ': 1}",,,,
Sonitpur,"Thelamara - Village- Bangalgaon | Date- 18/06/2022, Length of erosion-60x 50 metres approx as reported by concerned LM on 18/06/2022. | 0,  Chariduar - BANK EROSION AT BHOBOLA GAON BONGALI DTD 18/06/2022 | CHARIDUAR REVENUE CIRCLE | 0,  Tezpur - saru Pakhiyajhar | Dated: 18/06/2022 erosion is observed on the leftbank of Ghagara river at Saru Pakhiyajhar village. Length 50 M (approx) | 0",18-06-2022,"{'Chariduar ': 1, 'Tezpur ': 1}",,,,
Sonitpur,"Dhekiajuli - Keherukhanda pathar - Rongagora | Heavy erosion observed along the Belsiri river bank leading to damage to the Keherukhanda Pathar to No3 Rangagora village katcha road. length approx 450mtr. date 26.6.22 | 0,  Thelamara - Village- Kamarchuburi | Date-27/06/2022, As reported by concerned LM, severe bank erosion of length 610 7X 10 metres(approx) is observed at Kamarchuburi due to river Belsiri | 0",27-06-2022,{'Dhekiajuli ': 1},,,,
Sonitpur,"Thelamara - Village-Meghaijaroni, Nabeel and Borbeel | Bank erosion is observed at Meghaijarani, Borbeel and Nabeel area on R/Bank of river Gabharu as reported by Water Resource Department, Tezpur on 16/05/2022. Erosion Length at Meghaijarani = 50 m Latitude: 26.720523N, Longitude:92.622171E, Erosion Length at Nabeel = 100 m Latitude : 26.648978 N, Longitude :92'624336 E, Erosion Length at Borbeel = 70 m Latitude: 26.648978N, Longitude:92.61804E | 0",16-06-2022,{},,,,
Sonitpur,"Tezpur - Garsingha Bihiya, Tinikhoria Chapori | Dated 24/05/2022. Erosion is observed on the right bank of the Jia- Bharali river at Garsingha Bihiya under Mahabhairab mouza. A stretch of 200 m (approx) is in the verge of being wash away. Erosion is also observed today i,e 24/05/2022 at Tinikhoria Chapori under Bihaguri mouza due to the river Brahmaputra. A stretch of 50m (approx) is in verge of being wash away. Lat 26.632061 &amp; Long 92.678742. | 0",24-05-2022,{'Tezpur ': 2},,,,
Sonitpur,"Thelamara - Village- Dhekipelua, Pothalikhowa | DATE-30/06/2022, As reported by Water Resources Deptt, Tezpur, Avulsion of river Belsiri is observed at Dhekipelua Pakoriguri RCC Bridge No.2/1 of length- 150m and at Pothalikhowa near PWD road of length 150m. | 0,  Tezpur - Arimora | Dated 30/06/2022. As reported by WR Dept. erosion is observed on the right bank of the river Dipota at villages Arimora . A stretch of 150 m of the crest of the embankment is washed away due to the erosion. | 0",30-06-2022,{'Tezpur ': 1},,,,
Sonitpur,"Thelamara - Meghaijarani, Ghatua and Nabeel | Date- 21/05/2022, Heavy bank erosion occurred at Meghaijarani( Length-200m), Borbeel to Ghatua( 600m)and Nabeel(200m) area on R/Bank of river Gabharu as reported by Water Resource deptt. Co-ordinates of Meghaijaroni- 92.622171 E, 26.720523N, Nabeel- 92.624336E, 26.648978N, Ghatua-92.61804E, 26.690546N | 0,  Dhekiajuli - Keherukhanda Pathar | Severe erosion ongoing along the bank of the Belsiri river at Keherukhanda Pathar village. aprox length 550mtr. date 20.5.22 | 0",21-05-2022,{'Dhekiajuli ': 1},,,,
Sonitpur,"Thelamara - Village- Goruduba | As reported by Water Resource Department, Tezpur on 17/06/2022, Severe bank erosion is occurred at Garuduba area on the L/Bank of river Belsiri. Temporary palliative measures in the form of launching of Geo-bag Type-A and Type-B , empty cement bag pitching,launching of Bamboo cribs, Bamboo bundle and tree branches are going on. | 0,  Tezpur - khulaguti Kachari village | dated: 17/06/2022. Erosion is observed on the R/B of river Dipota at Kholaguti Kachari village. Length 10 m (approx) | 0",17-06-2022,{'Tezpur ': 1},,,,
Sonitpur,"Tezpur - Garsingha Bihiya, Tinikhoria | Dated: 01/06/2022. As reported by Water Resource Department erosion is observed on the R/Bank of the Jiabharali River at Garsingia Bihiya gaon under Mahabhairab Mouza. A stretch of 500 m (including 200 m as reported on 24/05/2022) has been wash way due to erosion. Dated: 01/06/2022.. As reported by Water Resource Department erosion is observed on the R/Bank of the Brahmaputra River at Tinikhoria under Bihaguri Mouza. A stretch of 400 m has been wash way due to erosion. Lat: 26.630706 Long: 92.685582. | 0",01-06-2022,{'Tezpur ': 2},,,,
Sonitpur,"Tezpur - Garsingha Bihiya, Tinikhoria Chapori | Dated: 03/06/2022. As reported by Water Resource Department heavy erosion is observed on the R/Bank of the Jiabharali River at Garsingia Bihiya gaon under Mahabhairab Mouza. A stretch of 800 m (including stretch as reported earlier on 24/05/2022 & 01/06/2022) has been wash way due to erosion. Dated: 03/06/2022. As reported by Water Resource Department, Active Bank Erosion is observed at Tinikhoria Chapori under Bihaguri mouza on the R/B of river Brahmaputra. Length 600 m.(including stretch as reported on 01/06/2022 02/06/2022). Lat: 26.630706 Long: 92.685582 | 0",03-06-2022,{'Tezpur ': 2},,,,
Sonitpur,"Tezpur - Garsingha Bihiya, Tinikhoria Chapori | Dated: 04/06/2022. As reported by Water Resource Department heavy bank erosion is observed on the R/Bank of the Jia-Bharali River at Garsingia Bihiya gaon under Mahabhairab Mouza. A stretch of 1 Km (approx)(including stretch as reported earlier on 24/05/2022, 01/06/2022 & 03/06/2022) has been wash way due to erosion. Dated: 04/06/2022. As reported by Water Resource Department, Active Bank Erosion is observed at Tinikhoria Chapori under Bihaguri mouza on the R/B of the Brahmaputra river. Length 600 m. (erosion is within the same stretch as reported earlier on 01/06/2022, 02/06/2022 & 03/06/2022). Lat: 26.630706 Long: 92.685582 | 0",04-06-2022,{'Tezpur ': 2},,,,
Sonitpur,"Naduar - Kanyaka farm | Dated 01/07/2022, as per report submitted by Executive Engineer water resource Division, Tezpur bank erosion is observed at Kanyaka area of river Jiabharali. | 0,  Thelamara - Kalakuchi, Meghaijarani and Nabeel | Date-01/07/2022, As reported by Tezpur Water Resources Dept. Tezpur, active bank erosion is observed on the R/B embankment of river Gabharu(C.h. 1000m-1050m)of length 50m at Kalakuchi area. Date-01/07/2022, As reported by Tezpur Water Resources Dept. Tezpur, active bank erosion is observed on the R/B embankment of river Gabharu(C.h. 4500m-5700m)of length 1200m at Meghaijaroni area. Date-01/07/2022, As reported by Tezpur Water Resources Dept. Tezpur, heavy bank erosion is observed at Nabeel area on the R/B of river Gabharu. | 0,  Chariduar - CHARIDUAR REVENUE CIRCLE | 1 NO VELOWATER CULVERT BADLY DAMAGED DUR TO FLOOD DTD 01/07/2022 1 NO VELOWATER BRIDGE BADLY DAMAGED DUE TO FLOOD DTD 01/07/2022 1 NO VELOWATER MATHURAI BADLY DAMAGED DUE TO FLOOD 01/07/2022 1 NO VELOWATER MATHURAI BADLY DAMAGED DE TO FLOOD 01/07/2022 | 0",01-07-2022,{'Chariduar ': 1},,,,
