District,Details,Date,Number of Damages (computed),NumberofDamages_RevenueCircle_level (computed),,,,,
Dibrugarh,"Moran - Culvert Approach Road Damaged | As per report of PWD Moran Territorial Road Sub-division due to recent continuous heavy rainfall a 5 Row HP Culvert on Laokhowa Ali situated at Dhemechi village is severely damaged. Length affected - 7.50 mtrs, Lat N27.165069 Long E94.794072, Date of occurance- 27/06/2022, Chabua - Health Sub-Centre | DODHIA KULIGAON HEALTH SUB-CENTRE SUBMERGED AS PER INFORMATION RECEIVED FROM HEALTH DEPT. ON 29/6/2022 Coordinates-N27 35.835 E95 13.266, Elementary Schools Damaged | DODHIA KULIGAON LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT. ON 29/6/2022 N27 35.845 E95 13.227, Elementary Schools Damaged | DODHIA KARMI LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT. ON 29/6/2022 N 27 36.032 E95 14.787, Elementary Schools Damaged | DODHIA TENGABARI LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT. ON 29/6/2022 N27 36.652 E95 14.237, Elementary Schools Damaged | DODHIA CHALBIL LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT ON 29/6/2022 N27 36.462 E95 14.673, Anganwadi Centres Affected | DODHIA KULIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT. ON 29/6/2022 N27 35.845 E 95 13.227, Anganwadi Centres Affected | DODHIA TENGABARI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 29/6/2022 N27 36.652 E95 14.237, Anganwadi Centres Affected | DODHIA AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 29/6/2022 N27 36.390 E95 13.651, Anganwadi Centres Affected | UPPER GEREKI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT. ON 29/6/2022 N27 33.942 E95 15.125, Anganwadi Centres Affected | DODHIA CHALBIL AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 29/6/2022 N27. 5714 E95. 2346, Anganwadi Centres Affected | KULIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 29/6/22 N27 35.860 E95 13.460, Anganwadi Centres Affected | DODHIA ROMAI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 29/6/2022 N27 36.450 E95 13.782, Anganwadi Centres Affected | CHALBIL AISUNG CHAPORI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 29/6/2022 N27 34.890 E95 13.563",29-06-2022,0,"{'Moran ': 1, 'Chabua ': 13}",,,,,
Dibrugarh,"Chabua - Elementary Schools Damaged | DODHIA KULIGAON LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT. ON 22/6/2022 N27 35.845 E95 13.227, Elementary Schools Damaged | DODHIA KARMI LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT. ON 22/6/2022 N 27 36.032 E95 14.787, Elementary Schools Damaged | DODHIA TENGABARI LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT. ON 22/6/2022 N27 36.652 E95 14.237, Elementary Schools Damaged | DODHIA CHALBIL LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT ON 22/6/2022 N27 36.462 E95 14.673, Elementary Schools Damaged | DODHIA CHALBIL LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT ON 22/6/2022 N27 36.462 E95 14.673, Anganwadi Centres Affected | DODHIA KULIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT. ON 22/6/2022 N27 35.845 E 95 13.227, Anganwadi Centres Affected | DODHIA TENGABARI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 22/6/2022 N27 36.652 E95 14.237, Anganwadi Centres Affected | DODHIA AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 22/6/2022 N27 36.390 E95 13.651, Anganwadi Centres Affected | UPPER GEREKI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT. ON 22/6/2022 N27 33.942 E95 15.125, Anganwadi Centres Affected | DODHIA CHALBIL AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 22/6/2022 N27. 5714 E95. 2346, Anganwadi Centres Affected | RONGMOLA AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 22/6/2022 N27 33'33.40"" E95 11'47.26"", Anganwadi Centres Affected | UPPER GEREKI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT. ON 22/6/2022, Anganwadi Centres Affected | 2 NO. MIRIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 22/6/2022 N27 33' 50.38"" E95 13' 16.90"", Anganwadi Centres Affected | MULUKGHAT MIRIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 22/6/2022 N27 33'52.36"" E95 13'15.74"", Anganwadi Centres Affected | TENGABARI-MIRIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 22/6/2022 N27 33'52.88"" E95 13' 14.42"", Anganwadi Centres Affected | GEREKI NEPALI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 22/6/2022 N27 33'50.76"" E95 15'26.01"", Anganwadi Centres Affected | KULIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 22/62/22 N27 35.860 E95 13.460, Anganwadi Centres Affected | DODHIA ROMAI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 22/6/2022 N27 36.450 E95 13.782, Anganwadi Centres Affected | CHALBIL AISUNG CHAPORI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 22/6/2022 N27 34.890 E95 13.563",22-06-2022,0,{'Chabua ': 19},,,,,
Dibrugarh,"Chabua - Elementary Schools Damaged | DODHIA ME SCHOOL SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT. ON 21/6/2022 N27 36.390 E95 13.651, Elementary Schools Damaged | DODHIA KULIGAON LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT. ON 21/6/2022 N27 35.845 E95 13.227, Elementary Schools Damaged | DODHIA KARMI LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT. ON 21/6/2022 N 27 36.032 E95 14.787, Elementary Schools Damaged | DODHIA TENGABARI LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT. ON 21/6/2022 N27 36.652 E95 14.237, Elementary Schools Damaged | DODHIA CHALBIL LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT ON 17/6/2022 N27 36.462 E95 14.673, Anganwadi Centres Affected | DODHIA KULIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT. ON 21/6/2022 N27 35.845 E 95 13.227, Anganwadi Centres Affected | DODHIA TENGABARI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 21/6/2022 N27 36.652 E95 14.237, Anganwadi Centres Affected | DODHIA AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 21/6/2022 N27 36.390 E95 13.651, Anganwadi Centres Affected | UPPER GEREKI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT. ON 21/6/2022 N27 33.942 E95 15.125, Anganwadi Centres Affected | DODHIA CHALBIL AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 21/6/2022 N27. 5714 E95. 2346, Anganwadi Centres Affected | RONGMOLA AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 21/6/2022 N27 33'33.40"" E95 11'47.26"", Anganwadi Centres Affected | 1 NO. MIRIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 21/6/2022 N2733'48. 87"" E13'18. 49"", Anganwadi Centres Affected | 2 NO. MIRIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 21/6/2022 N27 33' 50.38"" E95 13' 16.90"", Anganwadi Centres Affected | MULUKGHAT MIRIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 21/6/2022 N27 33'52.36"" E95 13'15.74"", Anganwadi Centres Affected | TENGABARI-MIRIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 21/6/2022 N27 33'52.88"" E95 13' 14.42"", Anganwadi Centres Affected | GEREKI NEPALI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 21/6/2022 N27 33'50.76"" E95 15'26.01"", Anganwadi Centres Affected | KULIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 21/62/22 N27 35.860 E95 13.460, Anganwadi Centres Affected | DODHIA ROMAI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 21/6/2022 N27 36.450 E95 13.782, Anganwadi Centres Affected | CHALBIL AISUNG CHAPORI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 21/6/2022 N27 34.890 E95 13.563",21-06-2022,0,{'Chabua ': 19},,,,,
Dibrugarh,"Dibrugarh West - Protection Bundh Damaged | As per report received from Executive Engineer, WR Division on 20.06.2022 that Infrastructure Damage has been observed at Chaulkhowa Area near Chaulkhowa Ring Bund. Flood Restoration works completed under SDRF 2016-17 has been completed washed Reach length-200 m at Left bank of River Brahmaputra GPS Co-ordinates = Lat 27°21'27.86""N to Long 94°46'4.67""E, Chabua - Elementary Schools Damaged | DODHIA ME SCHOOL SUBMERGED AS PER RECEIVED FROM EDUCATION DEPT. ON 20/6/2022 N27 36.390 E95 13.651, Elementary Schools Damaged | DODHIA KULIGAON LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT. ON 20/6/2022 N27 35.845 E95 13.227, Elementary Schools Damaged | DODHIA KARMI LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT. ON 20/6/2022 N 27 36.032 E95 14.787, Elementary Schools Damaged | DODHIA TENGABARI LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT. ON 20/6/2022 N27 36.652 E95 14.237, Elementary Schools Damaged | DODHIA CHALBIL LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT ON 20/6/2022 N27 36.462 E95 14.673, Anganwadi Centres Affected | DODHIA KULIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT. ON 20/6/2022 N27 35.845 E 95 13.227, Anganwadi Centres Affected | DODHIA TENGABARI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 20/6/2022 N27 36.652 E95 14.237, Anganwadi Centres Affected | DODHIA AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 20/6/2022 N27 36.390 E95 13.651, Anganwadi Centres Affected | UPPER GEREKI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT. ON 20/6/2022, Anganwadi Centres Affected | DODHIA CHALBIL AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 20/6/2022, Anganwadi Centres Affected | RONGMOLA AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT. ON 20/6/2022 N27 33'33.40"" E95 11'47.26""., Anganwadi Centres Affected | 1 no. Mirigaon AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 20/6/2022 , Anganwadi Centres Affected | 2 No. MIRIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 20/6/2022, Anganwadi Centres Affected | MULUKGHAT MIRIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 20/6/2022, Anganwadi Centres Affected | TENGABARI-MIRIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 20/6/2022, Anganwadi Centres Affected | GEREKI NEPALI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 20/6/2022, Anganwadi Centres Affected | KULIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 20/6/2022, Anganwadi Centres Affected | DODHIA ROMAI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 20/6/2022, Anganwadi Centres Affected | CHALBIL AISUNG CHAPORI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 20/6/2022",20-06-2022,0,"{'Dibrugarh West ': 1, 'Chabua ': 19}",,,,,
Dibrugarh,"Chabua - Health Sub-Centre | DODHIA KULIGAON HEALTH SUB-CENTRE SUBMERGED AS PER INFORMATION RECEIVED FROM HEALTH DEPT. ON 30/6/2022 Coordinates-N27 35.835 E95 13.266, Elementary Schools Damaged | DODHIA KULIGAON LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT. ON 30/6/2022 N27 35.845 E95 13.227, Elementary Schools Damaged | DODHIA KARMI LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT. ON 30/6/2022 N 27 36.032 E95 14.787, Elementary Schools Damaged | DODHIA TENGABARI LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT. ON 30/6/2022 N27 36.652 E95 14.237, Elementary Schools Damaged | DODHIA CHALBIL LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT ON 30/6/2022 N27 36.462 E95 14.673, Anganwadi Centres Affected | DODHIA KULIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT. ON 30/6/2022 N27 35.845 E 95 13.227, Anganwadi Centres Affected | DODHIA TENGABARI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 30/6/2022 N27 36.652 E95 14.237, Anganwadi Centres Affected | DODHIA AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 30/6/2022 N27 36.390 E95 13.651, Anganwadi Centres Affected | UPPER GEREKI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT. ON 30/6/2022 N27 33.942 E95 15.125, Anganwadi Centres Affected | DODHIA CHALBIL AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 30/6/2022 N27. 5714 E95. 2346, Anganwadi Centres Affected | RONGMOLA AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 30/6/2022 N27 33'33.40"" E95 11'47.26"", Anganwadi Centres Affected | 1 NO. MIRIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 30/6/2022 N2733'48. 87"" E13'18. 49"", Anganwadi Centres Affected | 2 NO. MIRIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 30/6/2022 N27 33' 50.38"" E95 13' 16.90"", Anganwadi Centres Affected | MULUKGHAT MIRIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 30/6/2022 N27 33'52.36"" E95 13'15.74"", Anganwadi Centres Affected | TENGABARI-MIRIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 30/6/2022 N27 33'52.88"" E95 13' 14.42"", Anganwadi Centres Affected | GEREKI NEPALI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 30/6/2022 N27 33'50.76"" E95 15'26.01"", Anganwadi Centres Affected | KULIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 30/6/22 N27 35.860 E95 13.460, Anganwadi Centres Affected | DODHIA ROMAI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 30/6/2022 N27 36.450 E95 13.782, Anganwadi Centres Affected | CHALBIL AISUNG CHAPORI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 30/6/2022 N27 34.890 E95 13.563, Anganwadi Centres Affected | NEPHAPHU TE AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 30/6/2022, Elementary Schools Damaged | DODHIA ME SCHOOL SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT. ON 30/6/2022 N27 35'47.50"" E95 13'23.69""",30-06-2022,0,{'Chabua ': 21},,,,,
Dibrugarh,"Chabua - Health Sub-Centre | DODHIA KULIGAON HEALTH SUB-CENTRE SUBMERGED AS PER INFORMATION RECEIVED FROM HEALTH DEPT. ON 1/7/2022 Coordinates-N27 35.835 E95 13.266, Elementary Schools Damaged | DODHIA KULIGAON LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT. ON 1/7/2022 N27 35.845 E95 13.227, Elementary Schools Damaged | DODHIA KARMI LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT. ON 1/7/2022 N 27 36.032 E95 14.787, Elementary Schools Damaged | DODHIA TENGABARI LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT. ON 1/7/2022 N27 36.652 E95 14.237, Elementary Schools Damaged | DODHIA CHALBIL LPS SUBMERGED AS PER INFORMATION RECEIVED FROM EDUCATION DEPT ON 1/7/2022 N27 36.462 E95 14.673, Anganwadi Centres Affected | DODHIA KULIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT. ON 1/7/2022 N27 35.845 E 95 13.227, Anganwadi Centres Affected | DODHIA TENGABARI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 1/7/2022 N27 36.652 E95 14.237, Anganwadi Centres Affected | DODHIA AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 1/7/2022 N27 36.390 E95 13.651, Anganwadi Centres Affected | UPPER GEREKI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT. ON 1/7/2022 N27 33.942 E95 15.125, Anganwadi Centres Affected | DODHIA CHALBIL AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 1/7/2022 N27. 5714 E95. 2346, Anganwadi Centres Affected | RONGMOLA AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 1/7/2022 N27 33'33.40"" E95 11'47.26"", Anganwadi Centres Affected | 1 NO. MIRIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 1/7/2022 N2733'48. 87"" E13'18. 49"", Anganwadi Centres Affected | 2 NO. MIRIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 1/7/2022 N27 33' 50.38"" E95 13' 16.90"", Anganwadi Centres Affected | MULUKGHAT MIRIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 1/7/2022 N27 33'52.36"" E95 13'15.74"", Anganwadi Centres Affected | TENGABARI-MIRIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 1/7/2022 N27 33'52.88"" E95 13' 14.42"", Anganwadi Centres Affected | GEREKI NEPALI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 1/7/2022 N27 33'50.76"" E95 15'26.01"", Anganwadi Centres Affected | KULIGAON AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 1/7/22 N27 35.860 E95 13.460, Anganwadi Centres Affected | DODHIA ROMAI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 1/7/2022 N27 36.450 E95 13.782, Anganwadi Centres Affected | CHALBIL AISUNG CHAPORI AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 1/7/2022 N27 34.890 E95 13.563, Anganwadi Centres Affected | NEPHAPHU TE AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 1/7/2022, Anganwadi Centres Affected | KESHORGORA LINE, BALIJAN AWC SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 1/7/2022, Elementary Schools Damaged | NABAJYOTI LPS SUBMERGED AS PER INFORMATION RECEIVED FROM SOCIAL WELFARE DEPT ON 1/7/2022, Moran - Culvert Approach Road Damaged | As per report of PWD Moran Territorial Road Sub-division, a single Row 7.50 M HP Culvert on Sologuri Road situated at 1 No. Sologuri Village is severely damaged. Length affected - 100 mtrs, Lat N27.181729 Long E94.82948, Date of occurance- 29/06/2022, Anganwadi Centres Affected | As per information received from Social Welfare Department, Kolowlowa Deori Gaon AWC is affected as on 30/06/2022, Lat N 27.304651 Long E 94.91626, Anganwadi Centres Affected | As per information received from Social Welfare Department, Adarsha Deori Gaon AWC is affected as on 30/06/2022, Lat N 27.308399 Long E 94.922731 , Anganwadi Centres Affected | As per information received from Social Welfare Department, Demow Kiner Changmai Ghugurujan AWC is affected as on 30/06/2022, Lat N 27.20616 Long E 94.82465167",01-07-2022,0,"{'Chabua ': 22, 'Moran ': 4}",,,,,
Lakhimpur,North Lakhimpur - Elementary Schools Damaged | Balibheta LP School washed way by river Subansiri due to erosion on dated 29-09-2022,29-09-2022,0,{'North Lakhimpur ': 1},,,,,
Lakhimpur,"Kadam - Bamboo Foot Bridge | NH15 at Kangkan Tiniali to Gujihola Mising Gaon road erosion by river Gumnadi from Ch. 850M to Ch.1550M Bamboo footbridge damaged at 1430M Informed by PWD Dhakuakhana RRD, date :08/07/2022",09-07-2022,0,{'Kadam ': 1},,,,,
Lakhimpur,"Kadam - Protection Bundh Damaged | Diversion of channel and Flood Protection bundh at Gumnadi , Severe rain cut and bundh damaged at several places. Need repairing of around 300 mtrs length, informed by BDO, Boginadi Dev. Block, dated-03/07/2022",03-07-2022,0,{'Kadam ': 1},,,,,
Lakhimpur,"Bihpuria - Protection Bundh Damaged | Approximately 30 meters of the bundh at Torajuli has been breached due to the increasing water level of Gabharu river on 15/06/2022 as reported by officials of Karunabari Development Block, Lat-27.1464, Long-93.9109",15-06-2022,0,{'Bihpuria ': 1},,,,,
Lakhimpur,"Bihpuria - Fisheries/Pond | 1OO nos. of fishery (area 13.3 hectares) affected at Fatehpur, 130 nos. of fishery (area 17.33 hectares)affected at Ahmedpur Block, 11 nos. of fishery (area 3.06 hectares) affected at Nadika as reported by FDO, Karunabari Block on 13/10/2022",13-10-2022,0,{'Bihpuria ': 1},,,,,
Lakhimpur,"Bihpuria - Fisheries/Pond | As reported by FDO, Karunabari Block on 23/06/2022 the nos. and area of ponds/tanks affected are - 152 nos. (22.8 ha) at Sonapur Block, 130 nos. (26 ha)at Sonapur gaon, 165 nos. (29.7 ha)at No.1 Sonapur, 233 nos. (32.62 ha ) at No.2 Sonapur and 93 nos. (13.95 ha) at Reserve gaon",23-06-2022,0,{'Bihpuria ': 1},,,,,
Lakhimpur,"Narayanpur - Agri Bundh Damaged | As per reported from Rangati panchayat on 24/07/2022 one earthen bund dihiri to chariali to majgaon chariali damaged about 20 meteres at pulinaharani village, Power Dept. Poles | As per reported from JM APDCL on 24/07/2022 two nos. of lt pole damaged due to heavy rain at pulinaharan village",24-07-2022,0,{'Narayanpur ': 2},,,,,
Lakhimpur,"Nowboicha - Fisheries/Pond | Flood affected pond at Mahghuli and Pandhowa village reported by Fishery Dept, Nowboicha ( Total Area 72 Hact) on 16/06/2022, Bihpuria - Protection Bundh Damaged | About 20 meters of the protection bundh at Garmur has been affected on 16/06/2022 under Karunabari Development Block, Lat-27.138207, Long-93.945573",16-06-2022,0,"{'Nowboicha ': 1, 'Bihpuria ': 1}",,,,,
Lakhimpur,"Subansiri - Fisheries/Pond | FISHERY AFFECTED AT MOHBAL, BORDOIBAM, BILMUKH, RAIDONGIA, SAPEKHATI, KESERUGURI, KALABARI, GA- DANGERCHUCK, BANGKLENG, DAKHIN GAON, MEDAK GAON, BALIYANI GAON, NO 1 GHILAMARA, DIGHALI BASTI, NA- PAM BEBEJIA, SONARI CHAPORI AREA. TOTAL FARM FAMILY AFFECTED 108NOS AND AREA- 25.78 HA AS REPORTED BY FDO, DHAKUAKHANA ON 02-08-2022",02-08-2022,0,{'Subansiri ': 1},,,,,
Lakhimpur,"Subansiri - Bamboo Foot Bridge | The existing Bamboo Bridge No. 1/1 on Balahai to Balipukhuri road is damaged(L=40 M) as reported by Dhakhuakhana territorial road division, Ghilamara on 13/06/2022 , Bamboo Foot Bridge | The existing Bamboo Bridge No. 2/1 on Balahai to Balipukhuri road is washed away (L=75 M) as reported by Dhakhuakhana territorial road division, Ghilamara on 13/06/2022",13-06-2022,0,{'Subansiri ': 2},,,,,
Lakhimpur,"Subansiri - Bridge Approach Road Damaged | As reported by the Dhakuakhana Territorial Road Division, Ghilamara the approach of RCC bridge No. 3/1 on Chakuli to Basudev Than road is damaged (L= 30 M) on 24/06/2022, Fisheries/Pond | Fishery affected at Dakhin Gaon, Keseruguri, Sapekhati, Mahanibari, Baliyani and Raidongia area. Total Farm family affected 19 nos and area- 4.38 Ha as reported by FDO, Dhakuakhana on 24/06/2022",25-06-2022,0,{'Subansiri ': 2},,,,,
Lakhimpur,"Subansiri - Power Dept. Conductors | 8km Conductor Damaged at Near Champara River on 30/07/2022 as reported by APDCL Division, Ghilamara, Power Dept. Poles | 23 Nos Pole Damaged at Near Champara River on 30/07/2022 as reported by APDCL Division, Ghilamara, Bamboo Foot Bridge | as reported by the Dhakuakhana Territorial Road Division, Ghilamar the Bamboo Bridge on Dorge Gaon tiniali to Kaligaon Tiniali is damaged ( L- 30 Mtr) on 30/07/2022",31-07-2022,0,{'Subansiri ': 3},,,,,
Lakhimpur,"North Lakhimpur - Power Dept. Poles | PSC POLE 8.5 MTR 20 NOS as reported by APDCL, NLP on 14/10/2022., Power Dept. Poles | PSC POLE 7.5 MTR 46 NOS as reported by APDCL, NLP on 14/10/2022., Power Dept. Conductors | 27.8 KM APPROX as reported by APDCL, NLP on 14/10/2022., Dhakuakhana - Sericulture Deptt. Damaged | About 27,400 numbers of Muga Silk Worm damaged at Maj Jalbhari on 14/10/2022 as reported by Sericulture Department., Dhakuakhana.",14-10-2022,0,"{'North Lakhimpur ': 3, 'Dhakuakhana ': 1}",,,,,
